Model,Tumor Type,Treatment,Volume (mm3),body weight (g),Days Post T0,% TVol Difference,% BW Difference
X-2633,PDAC,BKM120,221.2,28.3,25.0,-1.3,3.7
X-2633,PDAC,BKM120,194.0,28.7,28.0,-13.4,5.1
X-2633,PDAC,BKM120,197.6,29.3,31.0,-11.8,7.3
X-2633,PDAC,BKM120,218.0,28.8,34.0,-2.7,5.5
X-2633,PDAC,BKM120,238.0,30.1,38.0,6.2,10.3
X-2633,PDAC,BKM120,353.6,29.3,41.0,57.8,7.3
X-2633,PDAC,BKM120,303.3,30.8,45.0,35.3,12.8
X-2633,PDAC,BKM120,240.9,30.5,48.0,7.5,11.7
X-2633,PDAC,BKM120,346.3,30.6,52.0,54.5,12.1
X-2633,PDAC,BKM120,365.9,31.3,55.0,63.3,14.7
X-2633,PDAC,BKM120,227.6,31.6,60.0,1.6,15.8
X-2633,PDAC,BKM120,416.5,31.2,63.0,85.9,14.3
X-2633,PDAC,BYL719 + LJM716,237.5,27.3,0.0,0.0,0.0
X-2633,PDAC,BYL719 + LJM716,255.7,27.0,3.0,7.7,-1.1
X-2633,PDAC,BYL719 + LJM716,245.0,26.5,6.0,3.2,-2.9
X-2633,PDAC,BYL719 + LJM716,222.3,26.7,10.0,-6.4,-2.2
X-2633,PDAC,BYL719 + LJM716,214.9,27.4,13.0,-9.5,0.4
X-2633,PDAC,BYL719 + LJM716,206.4,28.3,17.0,-13.1,3.7
X-2633,PDAC,BYL719 + LJM716,208.3,27.3,20.0,-12.3,0.0
X-2633,PDAC,BYL719 + LJM716,215.8,26.2,25.0,-9.1,-4.0
X-2633,PDAC,BYL719 + LJM716,215.3,26.1,28.0,-9.3,-4.4
X-2633,PDAC,BYL719 + LJM716,244.9,26.8,31.0,3.1,-1.8
X-2633,PDAC,BYL719 + LJM716,227.5,27.8,34.0,-4.2,1.8
X-2633,PDAC,BYL719 + LJM716,254.0,25.5,37.0,6.9,-6.6
X-2633,PDAC,BYL719 + LJM716,264.3,27.6,42.0,11.3,1.1
X-2633,PDAC,BYL719 + LJM716,262.8,26.5,45.0,10.7,-2.9
X-2633,PDAC,BYL719 + LJM716,261.8,27.4,48.0,10.2,0.4
X-2633,PDAC,BYL719 + LJM716,278.6,26.3,51.0,17.3,-3.7
X-2633,PDAC,BYL719 + LJM716,299.2,27.8,55.0,26.0,1.8
X-2633,PDAC,BYL719 + LJM716,320.4,27.1,58.0,34.9,-0.7
X-2633,PDAC,BYL719 + LJM716,324.4,29.2,62.0,36.6,7.0
X-2633,PDAC,BYL719 + LJM716,329.5,26.9,65.0,38.7,-1.5
X-2633,PDAC,BYL719 + LJM716,334.8,27.8,69.0,41.0,1.8
X-2633,PDAC,BYL719 + LJM716,356.2,27.2,73.0,50.0,-0.4
X-2633,PDAC,BYL719 + LJM716,361.6,27.4,76.0,52.3,0.4
X-2633,PDAC,BYL719 + LJM716,340.9,26.3,80.0,43.5,-3.7
X-2633,PDAC,BYL719 + LJM716,340.4,27.1,83.0,43.3,-0.7
X-2633,PDAC,BYL719 + LJM716,370.5,27.8,88.0,56.0,1.8
X-2633,PDAC,BYL719 + LJM716,422.3,27.1,91.0,77.8,-0.7
X-2633,PDAC,BYL719 + LJM716,473.2,27.7,95.0,99.2,1.5
X-2633,PDAC,BYL719 + LJM716,465.6,26.1,98.0,96.0,-4.4
X-2633,PDAC,BYL719 + LJM716,483.6,27.1,101.0,103.6,-0.7
X-2633,PDAC,BYL719 + LJM716,537.1,27.2,104.0,126.1,-0.4
X-2633,PDAC,BYL719 + LJM716,560.7,28.0,108.0,136.1,2.6
X-2633,PDAC,BYL719,210.6,28.3,0.0,0.0,0.0
X-2633,PDAC,BYL719,169.4,27.6,4.0,-19.6,-2.5
X-2633,PDAC,BYL719,136.0,29.3,8.0,-35.4,3.5
X-2633,PDAC,BYL719,121.3,27.5,11.0,-42.4,-2.8
X-2633,PDAC,BYL719,118.9,29.5,15.0,-43.5,4.2
X-2633,PDAC,BYL719,131.2,27.5,18.0,-37.7,-2.8
X-2633,PDAC,BYL719,129.0,29.8,22.0,-38.7,5.3
X-2633,PDAC,BYL719,126.2,29.0,26.0,-40.1,2.5
X-2633,PDAC,BYL719,140.5,29.6,29.0,-33.3,4.6
X-2633,PDAC,BYL719,126.4,28.3,33.0,-40.0,0.0
X-2633,PDAC,BYL719,123.7,29.3,36.0,-41.3,3.5
X-2633,PDAC,BYL719,128.4,30.4,41.0,-39.0,7.4
X-2633,PDAC,BYL719,127.4,28.3,44.0,-39.5,0.0
X-2633,PDAC,BYL719,127.8,28.9,48.0,-39.3,2.1
X-2633,PDAC,BYL719,132.4,27.8,51.0,-37.1,-1.8
X-2633,PDAC,BYL719,141.9,28.8,54.0,-32.6,1.8
X-2633,PDAC,BYL719,151.1,29.6,57.0,-28.3,4.6
X-2633,PDAC,BYL719,185.4,29.5,61.0,-12.0,4.2
X-2633,PDAC,BYL719,198.6,29.0,65.0,-5.7,2.5
X-2633,PDAC,BYL719,272.7,27.7,69.0,29.5,-2.1
X-2633,PDAC,BYL719,292.8,28.5,73.0,39.0,0.7
X-2633,PDAC,BYL719,337.7,28.0,76.0,60.4,-1.1
X-2633,PDAC,BYL719,384.0,28.7,78.0,82.3,1.4
X-2633,PDAC,BYL719,366.4,29.1,82.0,74.0,2.8
X-2633,PDAC,BYL719,370.4,28.8,89.0,75.9,1.8
X-2633,PDAC,BYL719,326.9,29.8,92.0,55.2,5.3
X-2633,PDAC,BYL719,312.2,29.6,96.0,48.2,4.6
X-2633,PDAC,BYL719,271.0,28.1,99.0,28.7,-0.7
X-2633,PDAC,BYL719,292.0,29.0,103.0,38.7,2.5
X-2633,PDAC,BYL719,321.2,29.8,107.0,52.5,5.3
X-2633,PDAC,BYL719,307.9,27.9,110.0,46.2,-1.4
X-2633,PDAC,BYL719,346.5,29.8,114.0,64.5,5.3
X-2633,PDAC,BYL719,359.2,28.2,117.0,70.6,-0.4
X-2633,PDAC,BYL719,370.4,29.1,120.0,75.9,2.8
X-2633,PDAC,CLR457,227.6,28.0,0.0,0.0,0.0
X-2633,PDAC,CLR457,234.3,28.0,4.0,2.9,0.0
X-2633,PDAC,CLR457,266.3,27.7,7.0,17.0,-1.1
X-2633,PDAC,CLR457,325.6,28.3,11.0,43.1,1.1
X-2633,PDAC,CLR457,373.8,28.3,14.0,64.2,1.1
X-2633,PDAC,CLR457,404.7,27.5,19.0,77.8,-1.8
X-2633,PDAC,CLR457,429.3,26.7,22.0,88.6,-4.6
X-2633,PDAC,CLR457,439.5,26.6,25.0,93.1,-5.0
X-2633,PDAC,CLR457,489.1,27.4,28.0,114.9,-2.1
X-2633,PDAC,CLR457,529.6,27.3,31.0,132.7,-2.5
X-2633,PDAC,CLR457,752.3,29.6,36.0,230.5,5.7
X-2633,PDAC,CLR457,755.7,28.1,39.0,232.0,0.4
X-2633,PDAC,CLR457,774.0,28.5,42.0,240.1,1.8
X-2633,PDAC,CLR457,758.8,28.6,45.0,233.4,2.1
X-2633,PDAC,CLR457,810.4,29.0,49.0,256.1,3.6
X-2633,PDAC,CLR457,837.1,28.7,52.0,267.8,2.5
X-2633,PDAC,CLR457,901.4,26.4,56.0,296.0,-5.7
X-2633,PDAC,HDM201,222.3,30.6,0.0,0.0,0.0
X-2633,PDAC,HDM201,233.3,28.9,3.0,4.9,-5.6
X-2633,PDAC,HDM201,252.3,27.9,6.0,13.5,-8.8
X-2633,PDAC,HDM201,266.7,28.8,10.0,20.0,-5.9
X-2633,PDAC,HDM201,279.5,29.1,13.0,25.7,-4.9
X-2633,PDAC,HDM201,324.9,30.1,17.0,46.2,-1.6
X-2633,PDAC,HDM201,377.1,30.5,20.0,69.6,-0.3
X-2633,PDAC,HDM201,390.5,29.3,25.0,75.7,-4.2
X-2633,PDAC,HDM201,391.1,27.9,28.0,75.9,-8.8
X-2633,PDAC,HDM201,438.8,28.4,31.0,97.4,-7.2
X-2633,PDAC,HDM201,437.0,28.2,34.0,96.6,-7.8
X-2633,PDAC,HDM201,433.1,26.4,37.0,94.8,-13.7
X-2633,PDAC,HDM201,422.1,25.4,42.0,89.9,-17.0
X-2633,PDAC,"figitumumab""",234.2,29.0,0.0,0.0,0.0
X-2633,PDAC,"figitumumab""",233.0,29.2,5.0,-0.5,0.7
X-2633,PDAC,"figitumumab""",305.5,29.3,12.0,30.4,1.0
X-2633,PDAC,"figitumumab""",324.4,29.6,15.0,38.5,2.1
X-2633,PDAC,"figitumumab""",333.4,29.2,19.0,42.4,0.7
X-2633,PDAC,"figitumumab""",372.0,29.1,22.0,58.8,0.3
X-2633,PDAC,"figitumumab""",446.7,29.9,26.0,90.7,3.1
X-2633,PDAC,"figitumumab""",516.1,29.8,29.0,120.4,2.8
X-2633,PDAC,"figitumumab""",651.9,29.7,33.0,178.4,2.4
X-2633,PDAC,"figitumumab""",930.7,29.3,36.0,297.4,1.0
X-2633,PDAC,"figitumumab"" + binimetinib",257.3,25.6,0.0,0.0,0.0
X-2633,PDAC,"figitumumab"" + binimetinib",255.2,24.8,4.0,-0.8,-3.1
X-2633,PDAC,"figitumumab"" + binimetinib",323.4,25.7,6.0,25.7,0.4
X-2633,PDAC,"figitumumab"" + binimetinib",231.9,25.5,10.0,-9.9,-0.4
X-2633,PDAC,"figitumumab"" + binimetinib",277.4,24.9,14.0,7.8,-2.7
X-2633,PDAC,"figitumumab"" + binimetinib",290.7,26.7,18.0,13.0,4.3
X-2633,PDAC,"figitumumab"" + binimetinib",327.7,26.2,21.0,27.4,2.3
X-2633,PDAC,"figitumumab"" + binimetinib",232.3,25.4,25.0,-9.7,-0.8
X-2633,PDAC,"figitumumab"" + binimetinib",338.6,25.7,28.0,31.6,0.4
X-2633,PDAC,"figitumumab"" + binimetinib",324.7,25.5,32.0,26.2,-0.4
X-2633,PDAC,"figitumumab"" + binimetinib",328.5,25.2,35.0,27.7,-1.6
X-2633,PDAC,"figitumumab"" + binimetinib",303.4,25.5,40.0,17.9,-0.4
X-2633,PDAC,"figitumumab"" + binimetinib",367.3,26.0,45.0,42.8,1.6
X-2633,PDAC,"figitumumab"" + binimetinib",378.3,25.7,48.0,47.0,0.4
X-2633,PDAC,"figitumumab"" + binimetinib",401.8,25.4,52.0,56.2,-0.8
X-2633,PDAC,"figitumumab"" + binimetinib",337.1,25.7,55.0,31.0,0.4
X-2633,PDAC,"figitumumab"" + binimetinib",264.8,25.9,59.0,2.9,1.2
X-2633,PDAC,"figitumumab"" + binimetinib",622.0,25.6,62.0,141.7,0.0
X-2633,PDAC,"figitumumab"" + binimetinib",460.0,25.8,70.0,78.8,0.8
X-2633,PDAC,"figitumumab"" + binimetinib",464.8,26.3,75.0,80.6,2.7
X-2633,PDAC,gemcitabine-50mpk,233.8,29.7,0.0,0.0,0.0
X-2633,PDAC,gemcitabine-50mpk,271.1,29.9,3.0,16.0,0.7
X-2633,PDAC,gemcitabine-50mpk,256.7,27.3,6.0,9.8,-8.1
X-2633,PDAC,gemcitabine-50mpk,298.9,27.8,10.0,27.8,-6.4
X-2633,PDAC,gemcitabine-50mpk,257.9,26.3,14.0,10.3,-11.4
X-2633,PDAC,gemcitabine-50mpk,259.0,26.0,18.0,10.8,-12.5
X-2633,PDAC,gemcitabine-50mpk,170.3,28.6,21.0,-27.2,-3.7
X-2633,PDAC,gemcitabine-50mpk,205.8,29.7,24.0,-12.0,0.0
X-2633,PDAC,gemcitabine-50mpk,189.8,29.3,27.0,-18.8,-1.3
X-2633,PDAC,gemcitabine-50mpk,147.3,29.4,32.0,-37.0,-1.0
X-2633,PDAC,gemcitabine-50mpk,155.3,30.0,35.0,-33.6,1.0
X-2633,PDAC,gemcitabine-50mpk,127.8,28.8,39.0,-45.3,-3.0
X-2633,PDAC,gemcitabine-50mpk,123.6,28.4,42.0,-47.1,-4.4
X-2633,PDAC,gemcitabine-50mpk,102.7,25.5,46.0,-56.1,-14.1
X-2633,PDAC,gemcitabine-50mpk,111.4,29.7,49.0,-52.4,0.0
X-2633,PDAC,gemcitabine-50mpk,106.2,29.2,53.0,-54.6,-1.7
X-2633,PDAC,gemcitabine-50mpk,96.2,28.0,56.0,-58.9,-5.7
X-2633,PDAC,gemcitabine-50mpk,97.5,28.1,59.0,-58.3,-5.4
X-2633,PDAC,gemcitabine-50mpk,111.3,27.7,62.0,-52.4,-6.7
X-2633,PDAC,gemcitabine-50mpk,106.1,29.4,67.0,-54.6,-1.0
X-2633,PDAC,gemcitabine-50mpk,82.0,29.0,70.0,-64.9,-2.4
X-2633,PDAC,gemcitabine-50mpk,70.4,30.0,74.0,-69.9,1.0
X-2633,PDAC,gemcitabine-50mpk,53.2,29.8,77.0,-77.2,0.3
X-2633,PDAC,gemcitabine-50mpk,92.1,29.7,80.0,-60.6,0.0
X-2633,PDAC,gemcitabine-50mpk,75.4,29.4,82.0,-67.8,-1.0
X-2633,PDAC,gemcitabine-50mpk,73.3,30.7,88.0,-68.6,3.4
X-2633,PDAC,gemcitabine-50mpk,86.1,30.5,90.0,-63.2,2.7
X-2633,PDAC,gemcitabine-50mpk,113.1,30.0,95.0,-51.6,1.0
X-2633,PDAC,gemcitabine-50mpk,170.9,31.0,98.0,-26.9,4.4
X-2633,PDAC,gemcitabine-50mpk,160.9,28.7,101.0,-31.2,-3.4
X-2633,PDAC,INC424 + binimetinib,202.3,28.4,0.0,0.0,0.0
X-2633,PDAC,INC424 + binimetinib,194.6,27.6,4.0,-3.8,-2.8
X-2633,PDAC,INC424 + binimetinib,206.3,27.1,6.0,2.0,-4.6
X-2633,PDAC,INC424 + binimetinib,316.6,28.6,11.0,56.5,0.7
X-2633,PDAC,INC424 + binimetinib,331.3,27.9,14.0,63.8,-1.8
X-2633,PDAC,INC424 + binimetinib,284.5,28.5,19.0,40.6,0.4
X-2633,PDAC,INC424 + binimetinib,266.6,28.8,21.0,31.8,1.4
X-2633,PDAC,INC424 + binimetinib,275.9,28.5,26.0,36.4,0.4
X-2633,PDAC,INC424 + binimetinib,318.5,28.0,29.0,57.4,-1.4
X-2633,PDAC,INC424 + binimetinib,351.5,28.3,32.0,73.8,-0.4
X-2633,PDAC,INC424 + binimetinib,302.1,27.7,36.0,49.3,-2.5
X-2633,PDAC,INC424 + binimetinib,386.4,28.1,41.0,91.0,-1.1
X-2633,PDAC,INC424 + binimetinib,415.3,27.8,43.0,105.3,-2.1
X-2633,PDAC,INC424 + binimetinib,427.5,28.9,46.0,111.3,1.8
X-2633,PDAC,INC424 + binimetinib,379.9,29.4,48.0,87.8,3.5
X-2633,PDAC,INC424 + binimetinib,411.4,29.0,50.0,103.4,2.1
X-2633,PDAC,INC424 + binimetinib,444.1,27.5,54.0,119.5,-3.2
X-2633,PDAC,INC424 + binimetinib,389.0,28.0,56.0,92.3,-1.4
X-2633,PDAC,INC424 + binimetinib,544.1,28.3,64.0,169.0,-0.4
X-2633,PDAC,INC424 + binimetinib,785.6,29.1,68.0,288.3,2.5
X-2633,PDAC,INC424 + binimetinib,953.9,28.0,71.0,371.5,-1.4
X-2633,PDAC,INC424 + binimetinib,1057.7,28.2,75.0,422.8,-0.7
X-2633,PDAC,INC424 + binimetinib,905.7,27.1,78.0,347.7,-4.6
X-2633,PDAC,INC424 + binimetinib,999.2,27.9,82.0,393.9,-1.8
X-2633,PDAC,INC424 + binimetinib,1044.6,28.2,85.0,416.4,-0.7
X-2633,PDAC,INC424 + binimetinib,1081.0,28.5,89.0,434.4,0.4
X-2633,PDAC,INC424 + binimetinib,974.1,29.2,92.0,381.5,2.8
X-2633,PDAC,INC424 + binimetinib,1004.0,28.2,96.0,396.3,-0.7
X-2633,PDAC,INC424 + binimetinib,900.7,27.4,99.0,345.2,-3.5
X-2633,PDAC,INC424 + binimetinib,1033.6,28.2,103.0,410.9,-0.7
X-2633,PDAC,INC424 + binimetinib,1109.2,28.1,106.0,448.3,-1.1
X-2633,PDAC,INC424 + binimetinib,1102.8,28.3,110.0,445.1,-0.4
X-2633,PDAC,INC424 + binimetinib,1106.4,28.2,117.0,446.9,-0.7
X-2633,PDAC,INC424 + binimetinib,1338.5,29.1,120.0,561.6,2.5
X-2633,PDAC,INC424 + binimetinib,1201.4,28.4,124.0,493.9,0.0
X-2633,PDAC,INC424 + binimetinib,1049.3,27.6,127.0,418.7,-2.8
X-2633,PDAC,LEE011,243.0,24.5,0.0,0.0,0.0
X-2633,PDAC,LEE011,317.1,25.3,5.0,30.5,3.3
X-2633,PDAC,LEE011,348.7,24.1,8.0,43.5,-1.6
X-2633,PDAC,LEE011,455.2,25.0,12.0,87.3,2.0
X-2633,PDAC,LEE011,512.3,24.8,15.0,110.8,1.2
X-2633,PDAC,LEE011,500.8,25.5,19.0,106.1,4.1
X-2633,PDAC,LEE011,443.5,25.5,22.0,82.5,4.1
X-2633,PDAC,LEE011,473.1,25.7,26.0,94.7,4.9
X-2633,PDAC,LEE011,545.5,25.4,29.0,124.5,3.7
X-2633,PDAC,LEE011,587.7,23.9,33.0,141.9,-2.4
X-2633,PDAC,LEE011,577.7,25.2,36.0,137.7,2.9
X-2633,PDAC,LEE011,592.5,24.9,40.0,143.8,1.6
X-2633,PDAC,LEE011,534.8,25.3,43.0,120.1,3.3
X-2633,PDAC,LEE011,421.6,26.4,47.0,73.5,7.8
X-2633,PDAC,LEE011,545.1,27.0,50.0,124.3,10.2
X-2633,PDAC,LEE011,537.4,25.8,54.0,121.2,5.3
X-2633,PDAC,LEE011,567.3,26.3,57.0,133.5,7.3
X-2633,PDAC,LEE011,576.0,26.8,61.0,137.0,9.4
X-2633,PDAC,LEE011,554.8,26.7,64.0,128.3,9.0
X-2633,PDAC,LEE011,576.1,27.1,68.0,137.1,10.6
X-2633,PDAC,LEE011,493.4,28.5,71.0,103.0,16.3
X-2633,PDAC,LEE011,545.5,28.0,76.0,124.5,14.3
X-2633,PDAC,LEE011,553.2,26.9,79.0,127.7,9.8
X-2633,PDAC,LEE011,598.3,28.2,82.0,146.2,15.1
X-2633,PDAC,LEE011,707.6,27.3,85.0,191.2,11.4
X-2633,PDAC,LEE011,528.7,26.6,89.0,117.6,8.6
X-2633,PDAC,LEE011,551.0,28.6,92.0,126.7,16.7
X-2633,PDAC,LEE011,639.4,27.3,96.0,163.1,11.4
X-2633,PDAC,LEE011,822.5,28.5,99.0,238.5,16.3
X-2633,PDAC,WNT974,274.6,26.5,0.0,0.0,0.0
X-2633,PDAC,WNT974,311.4,25.9,2.0,13.4,-2.3
X-2633,PDAC,WNT974,297.4,26.0,6.0,8.3,-1.9
X-2633,PDAC,WNT974,367.2,25.5,9.0,33.7,-3.8
X-2633,PDAC,WNT974,329.9,25.9,12.0,20.1,-2.3
X-2633,PDAC,WNT974,367.3,27.0,15.0,33.8,1.9
X-2633,PDAC,WNT974,386.8,26.7,20.0,40.9,0.8
X-2633,PDAC,WNT974,379.5,27.4,23.0,38.2,3.4
X-2633,PDAC,WNT974,382.3,25.9,26.0,39.2,-2.3
X-2633,PDAC,WNT974,346.6,26.7,29.0,26.2,0.8
X-2633,PDAC,WNT974,333.7,26.1,34.0,21.5,-1.5
X-2633,PDAC,WNT974,358.5,27.0,37.0,30.6,1.9
X-2633,PDAC,WNT974,260.2,26.4,40.0,-5.2,-0.4
X-2633,PDAC,WNT974,370.8,27.2,43.0,35.0,2.6
X-2633,PDAC,WNT974,275.3,26.5,47.0,0.3,0.0
X-2633,PDAC,WNT974,278.6,25.2,51.0,1.5,-4.9
X-2633,PDAC,WNT974,303.1,25.7,55.0,10.4,-3.0
X-2633,PDAC,WNT974,296.4,26.1,58.0,7.9,-1.5
X-2633,PDAC,WNT974,266.6,25.5,61.0,-2.9,-3.8
X-2633,PDAC,WNT974,242.2,26.4,64.0,-11.8,-0.4
X-2633,PDAC,WNT974,255.7,26.4,69.0,-6.9,-0.4
X-2633,PDAC,WNT974,299.7,27.3,72.0,9.1,3.0
X-2633,PDAC,WNT974,243.6,26.7,76.0,-11.3,0.8
X-2633,PDAC,WNT974,379.8,25.5,79.0,38.3,-3.8
X-2633,PDAC,WNT974,260.5,30.0,84.0,-5.1,13.2
X-2633,PDAC,WNT974,296.9,26.3,86.0,8.1,-0.8
X-2633,PDAC,WNT974,361.1,26.2,90.0,31.5,-1.1
X-2633,PDAC,WNT974,380.7,26.3,93.0,38.6,-0.8
X-2633,PDAC,WNT974,387.4,25.6,96.0,41.1,-3.4
X-2633,PDAC,LKA136,276.9,24.9,0.0,0.0,0.0
X-2633,PDAC,LKA136,261.8,23.6,2.0,-5.5,-5.2
X-2633,PDAC,LKA136,304.3,25.2,5.0,9.9,1.2
X-2633,PDAC,LKA136,378.2,24.8,8.0,36.6,-0.4
X-2633,PDAC,LKA136,640.4,25.1,13.0,131.3,0.8
X-2633,PDAC,LKA136,535.2,25.0,16.0,93.3,0.4
X-2633,PDAC,LKA136,643.8,24.7,19.0,132.5,-0.8
X-2633,PDAC,LKA136,715.4,25.2,22.0,158.4,1.2
X-2633,PDAC,LKA136,806.0,24.2,27.0,191.1,-2.8
X-2633,PDAC,LKA136,883.5,24.3,30.0,219.1,-2.4
X-2633,PDAC,LKA136,889.9,24.6,33.0,221.4,-1.2
X-2633,PDAC,binimetinib,238.4,29.9,0.0,0.0,0.0
X-2633,PDAC,binimetinib,264.1,29.4,4.0,10.8,-1.7
X-2633,PDAC,binimetinib,219.6,29.2,6.0,-7.9,-2.3
X-2633,PDAC,binimetinib,269.5,29.2,11.0,13.0,-2.3
X-2633,PDAC,binimetinib,288.4,29.3,14.0,21.0,-2.0
X-2633,PDAC,binimetinib,247.5,24.7,19.0,3.8,-17.4
X-2633,PDAC,binimetinib,213.8,24.0,21.0,-10.3,-19.7
X-2633,PDAC,binimetinib-3.5mpk,204.9,24.0,0.0,0.0,0.0
X-2633,PDAC,binimetinib-3.5mpk,154.9,23.7,5.0,-24.4,-1.3
X-2633,PDAC,binimetinib-3.5mpk,156.7,23.5,7.0,-23.5,-2.1
X-2633,PDAC,binimetinib-3.5mpk,195.0,24.4,10.0,-4.8,1.7
X-2633,PDAC,binimetinib-3.5mpk,129.1,25.3,13.0,-37.0,5.4
X-2633,PDAC,binimetinib-3.5mpk,166.8,23.9,18.0,-18.6,-0.4
X-2633,PDAC,binimetinib-3.5mpk,168.2,23.8,21.0,-17.9,-0.8
X-2633,PDAC,binimetinib-3.5mpk,147.0,23.9,25.0,-28.3,-0.4
X-2633,PDAC,binimetinib-3.5mpk,163.9,23.6,28.0,-20.0,-1.7
X-2633,PDAC,binimetinib-3.5mpk,191.7,24.3,31.0,-6.4,1.2
X-2633,PDAC,binimetinib-3.5mpk,216.4,24.6,34.0,5.6,2.5
X-2633,PDAC,binimetinib-3.5mpk,250.3,25.1,38.0,22.2,4.6
X-2633,PDAC,binimetinib-3.5mpk,285.4,24.5,41.0,39.3,2.1
X-2633,PDAC,binimetinib-3.5mpk,220.3,24.8,45.0,7.5,3.3
X-2633,PDAC,binimetinib-3.5mpk,241.9,24.8,48.0,18.1,3.3
X-2633,PDAC,binimetinib-3.5mpk,314.4,25.3,52.0,53.4,5.4
X-2633,PDAC,binimetinib-3.5mpk,314.2,24.7,55.0,53.3,2.9
X-2633,PDAC,binimetinib-3.5mpk,342.0,24.8,60.0,66.9,3.3
X-2633,PDAC,binimetinib-3.5mpk,335.1,24.6,63.0,63.5,2.5
X-2633,PDAC,binimetinib-3.5mpk,422.3,24.8,66.0,106.1,3.3
X-2633,PDAC,binimetinib-3.5mpk,273.3,24.6,69.0,33.4,2.5
X-2633,PDAC,binimetinib-3.5mpk,393.3,24.6,73.0,91.9,2.5
X-2633,PDAC,trametinib,271.9,24.2,0.0,0.0,0.0
X-2633,PDAC,trametinib,267.3,23.4,4.0,-1.7,-3.3
X-2633,PDAC,trametinib,279.7,23.7,7.0,2.9,-2.1
X-2633,PDAC,trametinib,315.6,25.0,12.0,16.1,3.3
X-2633,PDAC,trametinib,282.6,24.1,14.0,3.9,-0.4
X-2633,PDAC,trametinib,276.1,25.5,18.0,1.5,5.4
X-2633,PDAC,trametinib,299.0,24.8,21.0,10.0,2.5
X-2633,PDAC,trametinib,382.5,24.7,25.0,40.7,2.1
X-2633,PDAC,trametinib,246.5,23.8,28.0,-9.3,-1.7
X-2633,PDAC,trametinib,214.2,25.4,32.0,-21.2,5.0
X-2633,PDAC,trametinib,261.1,24.2,35.0,-4.0,0.0
X-2633,PDAC,trametinib,206.5,25.5,40.0,-24.1,5.4
X-2633,PDAC,trametinib,195.3,24.5,45.0,-28.2,1.2
X-2633,PDAC,trametinib,120.1,24.3,48.0,-55.8,0.4
X-2633,PDAC,trametinib,163.3,25.1,52.0,-39.9,3.7
X-2633,PDAC,trametinib,137.4,24.6,55.0,-49.5,1.7
X-2633,PDAC,trametinib,122.8,24.8,59.0,-54.8,2.5
X-2633,PDAC,trametinib,106.2,24.8,62.0,-60.9,2.5
X-2633,PDAC,trametinib,98.4,23.7,66.0,-63.8,-2.1
X-2633,PDAC,trametinib,83.2,25.0,69.0,-69.4,3.3
X-2633,PDAC,trametinib,108.0,25.1,73.0,-60.3,3.7
X-2633,PDAC,trametinib,78.4,24.8,76.0,-71.2,2.5
X-2633,PDAC,trametinib,75.6,25.1,80.0,-72.2,3.7
X-2633,PDAC,trametinib,71.8,25.2,84.0,-73.6,4.1
X-2633,PDAC,trametinib,77.2,24.8,87.0,-71.6,2.5
X-2633,PDAC,trametinib,39.7,24.9,90.0,-85.4,2.9
X-2633,PDAC,untreated,264.0,25.3,0.0,0.0,0.0
X-2633,PDAC,untreated,303.2,25.8,2.0,14.8,2.0
X-2633,PDAC,untreated,394.3,26.1,8.0,49.4,3.2
X-2633,PDAC,untreated,488.0,26.0,11.0,84.8,2.8
X-2633,PDAC,untreated,585.0,26.4,13.0,121.6,4.3
X-2633,PDAC,untreated,634.0,26.3,16.0,140.2,4.0
X-2633,PDAC,untreated,616.6,26.6,20.0,133.6,5.1
X-2633,PDAC,untreated,721.5,26.2,23.0,173.3,3.6
X-2633,PDAC,untreated,759.1,26.7,27.0,187.5,5.5
X-2633,PDAC,untreated,894.1,25.8,31.0,238.7,2.0
X-2633,PDAC,untreated,1075.8,26.2,35.0,307.5,3.6
X-2633,PDAC,untreated,1046.6,26.2,37.0,296.4,3.6
X-2633,PDAC,untreated,1037.8,28.4,41.0,293.1,12.3
X-2633,PDAC,untreated,1215.9,26.8,44.0,360.6,5.9
X-2633,PDAC,untreated,1237.2,26.8,49.0,368.6,5.9
X-2633,PDAC,untreated,1372.8,26.7,55.0,420.0,5.5
X-2633,PDAC,untreated,1535.9,,59.0,481.8,5.5
X-2640,BRCA,BGJ398,217.2,28.3,0.0,0.0,0.0
X-2640,BRCA,BGJ398,236.2,28.8,3.0,8.7,1.8
X-2640,BRCA,BGJ398,258.1,27.7,6.0,18.8,-2.1
X-2640,BRCA,BGJ398,215.1,27.1,10.0,-1.0,-4.2
X-2640,BRCA,BGJ398,232.2,27.5,13.0,6.9,-2.8
X-2640,BRCA,BGJ398,211.4,27.1,17.0,-2.7,-4.2
X-2640,BRCA,BGJ398,195.2,27.4,20.0,-10.1,-3.2
X-2640,BRCA,BGJ398,199.8,26.6,23.0,-8.0,-6.0
X-2640,BRCA,BGJ398,198.1,26.4,27.0,-8.8,-6.7
X-2640,BRCA,BGJ398,200.6,27.3,30.0,-7.6,-3.5
X-2640,BRCA,BGJ398,201.5,28.4,34.0,-7.2,0.4
X-2640,BRCA,BGJ398,202.1,27.0,37.0,-7.0,-4.6
X-2640,BRCA,BGJ398,190.4,26.8,41.0,-12.3,-5.3
X-2640,BRCA,BGJ398,198.3,27.0,45.0,-8.7,-4.6
X-2640,BRCA,BGJ398,172.2,26.5,48.0,-20.7,-6.4
X-2640,BRCA,BGJ398,204.8,27.6,52.0,-5.7,-2.5
